# APOGEE_ID          RA         DEC        GLON               GLAT               J      H      K      VHELIO_AVG  GAIAEDR3_PMRA GAIAEDR3_PMDEC TEFF      LOGG        M_H        ALPHA_M      
  2M13260649-4732127 201.527056 -47.536869 308.9760213857037  14.927602025246431 10.93  10.367 11.077 221.9651    -3.1901217    -6.0659337     4935.9937 1.7733634   -1.6542    0.35216498   
  2M13260673-4724456 201.528061 -47.41267  308.9945707328031  15.050503422972362 12.385 11.857 11.82  215.6386    -2.9721887    -6.6463037     4984.328  2.273059    -1.7142    0.202455     
  2M13260688-4725173 201.528692 -47.421486 308.9937405258216  15.041713589333483 8.712  7.929  7.816  220.26941   -3.1464298    -6.4448147     4252.616  0.6302029   -1.6444    0.095771     
  2M13260719-4729520 201.529977 -47.49778  308.9836606723317  14.966038485806163 12.204 11.649 11.591 211.69899   -3.5384746    -6.6190524     4901.855  2.0344021   -1.5157    0.204745     
  2M13260730-4728113 201.530423 -47.469807 308.9879914946942  14.99369847097816  9.418  8.671  8.517  221.66696   -3.279278     -6.7022777     4140.039  0.63615406  -1.5478    0.27924502   
  2M13260731-4729121 201.530485 -47.48671  308.9856040182833  14.976953515609608 11.506 10.98  10.883 229.88103   -3.6787913    -6.2966065     4922.5513 1.612917    -1.7757    0.124699004  
  2M13260733-4731328 201.530555 -47.525787 308.98003512684454 14.93824868510091  12.509 12.015 11.966 237.82542   -3.5171635    -5.906405      4924.8594 1.911479    -1.6436    -0.038319    
  2M13260741-4726104 201.530906 -47.43623  308.9931555422763  15.026904498346212 12.57  12.102 11.959 238.77557   -3.389324     -6.747839      4924.2944 2.2222085   -1.678     0.188745     
  2M13260743-4724106 201.530965 -47.402958 308.9979834312138  15.05984818654011  12.418 11.949 11.817 227.23328   -3.5726383    -6.496678      4992.8604 2.1937287   -1.579     0.16211501   
  2M13260749-4725181 201.531241 -47.421696 308.99547883213893 15.041266027220503 12.316 11.84  11.738 230.09093   -2.3261704    -6.3862224     4995.155  2.342542    -1.6168    0.08448      
  2M13260753-4727269 201.531411 -47.457474 308.99044995711904 15.00581909364496  11.569 11.02  10.944 222.61618   -3.1485937    -6.5661364     4889.306  1.8381872   -1.6363    0.114254     
  2M13260763-4732541 201.531802 -47.548363 308.97765330640186 14.915774552666218 9.026  8.33   8.128  217.3602    -3.746846     -7.0688024     4549.3086 0.5911424   -1.474     -0.065594    
  2M13260767-4655406 201.531989 -46.927959 309.06720549442537 15.530130813995651 11.364 10.844 10.708 -88.642395  -7.7046857    2.7352931      4871.8506 2.4564295   -0.28843   0.068496004  
  2M13260771-4727412 201.532125 -47.46146  308.99037157062116 15.00180468636919  11.65  11.076 11.02  218.27335   -3.072676     -6.1402626     4848.658  1.7857358   -1.6031    0.168955     
  2M13260773-4725538 201.532245 -47.431614 308.9947483560742  15.031349870256735 12.357 11.842 11.762 254.78043   -2.5920596    -6.6318355     4863.939  2.1434891   -1.6868    0.338175     
  2M13260779-4725284 201.532484 -47.424572 308.9959273898354  15.038301072251766 12.005 11.406 11.231 219.31148   -2.8169658    -7.4597945     4711.7637 2.0372581   -0.74764   0.256365     
  2M13260787-4729185 201.532823 -47.488499 308.9869663643967  14.974962397448703 10.856 10.241 10.142 223.34425   -3.2538798    -5.1727986     4528.5063 1.276592    -1.5875    0.26521498   
  2M13260788-4726379 201.532855 -47.443882 308.9934063511562  15.019143570293743 12.575 12.071 11.99  247.87924   -3.9129705    -6.6360173     4967.002  2.4431496   -1.6613    0.33188498   
  2M13260810-4731226 201.533785 -47.522957 308.98267751479113 14.940748301195477 12.926 12.399 12.326 226.55032   -3.5933664    -6.525699      5006.008  2.2888553   -1.6211    0.097423     
  2M13260811-4740458 201.533801 -47.679394 308.96021185338157 14.785825805813182 13.563 13.044 13.071 248.43422   -2.9950027    -6.0931993     5097.0405 2.7360044   -1.803     0.35824502   
  2M13260812-4726523 201.533873 -47.447876 308.99353758885104 15.01509265611998  13.072 12.679 12.662 222.92122   -3.2431157    -7.04565       5364.9526 2.315174    -2.0067    0.36654502   
  2M13260823-4734468 201.534312 -47.579678 308.9748884470242  14.884527851532159 11.708 11.137 11.03  224.22247   -3.57015      -6.7839108     4869.775  1.7057822   -1.2923    0.170485     
  2M13260825-4736427 201.534395 -47.61187  308.97031996092664 14.852640100232167 11.451 10.891 10.792 249.75429   -3.7489707    -6.047935      4837.9917 1.9406221   -1.7751    0.31858498   
  2M13260836-4734087 201.534849 -47.569103 308.9767795916732  14.894950006620348 12.237 11.728 11.595 228.34218   -3.5408225    -6.7954473     4909.435  1.7746422   -1.459     0.091741     
  2M13260843-4807246 201.535126 -48.12352  308.8974777286645  14.345869457269389 10.139 9.45   9.266  4.4032907   -13.253987    1.8356895      4182.401  1.7640646   0.14044    0.0357785    
  2M13260843-4807246 201.535126 -48.12352  308.8974777286645  14.345869457269389 10.139 9.45   9.266  4.59695     -13.253987    1.8356895      4180.8145 1.7509205   0.1361     0.0358051    
  2M13260849-4724462 201.535405 -47.412861 308.99963960729286 15.049623677968532 12.98  12.47  12.39  207.27571   -3.0805187    -6.8525963     4739.9414 2.254299    -1.3935    0.43360502   
  2M13260869-4734399 201.536215 -47.577766 308.97647867899803 14.88624299232856  12.5   11.974 11.915 220.1146    -3.3691263    -6.110026      4941.744  2.2154055   -1.6735    0.33921498   
  2M13260875-4728194 201.536475 -47.472073 308.99185954662437 14.99088602212607  10.641 9.968  9.857  245.5326    -2.6010742    -7.0223203     4534.6357 1.3538611   -1.329     0.239085     
  2M13260879-4714473 201.536658 -47.246487 309.0244815425444  15.214262353141137 13.129 12.63  12.472 233.17172   -2.6051517    -6.498613      5032.541  2.4572182   -1.6724    0.32902503   
  2M13260880-4730345 201.536673 -47.509602 308.9865973818214  14.953702717172218 12.165 11.654 11.566 226.02982   -3.8762445    -6.091395      4907.1313 2.2757733   -1.8469    0.31418502   
  2M13260888-4721156 201.53701  -47.354351 309.0091800333154  15.107414098651178 11.071 10.486 10.38  235.4712    -3.0937424    -6.4490194     4780.0366 1.6125317   -1.6205    0.137205     
  2M13260888-4721156 201.53701  -47.354351 309.0091800333154  15.107414098651178 11.071 10.486 10.38  235.48727   -3.0937424    -6.4490194     4800.6284 1.6628413   -1.6016    0.151245     
  2M13260891-4732263 201.537144 -47.540665 308.98245556189255 14.922896970248377 12.739 12.17  12.13  229.51433   -3.9308724    -6.303898      4891.2812 2.34742     -1.502     0.37479502   
  2M13260893-4703571 201.537219 -47.065887 309.0509387354015  15.393050511513902 11.34  10.769 10.598 -16.890516  -8.213631     2.130361       4580.948  2.3466103   0.073336   0.08237      
  2M13260894-4733475 201.537287 -47.563213 308.97931207227896 14.900554338193365 12.358 11.952 11.924 225.77635   -3.4939778    -5.807186      5113.7695 2.0151649   -1.9562    0.35522503   
  2M13260924-4726108 201.538527 -47.436352 308.9984235958135  15.026067191344064 12.45  11.939 11.867 218.29349   -3.0472567    -6.961934      4947.5264 2.3262384   -1.8766    0.267385     
  2M13260925-4721051 201.538556 -47.351433 309.0106747828926  15.110158044178114 13.04  12.564 12.457 234.91563   -3.752803     -5.9764085     5069.1177 2.4639416   -1.6058    0.192875     
  2M13260925-4717474 201.53857  -47.296509 309.01860051226254 15.164546507305998 11.644 11.082 10.968 225.02925   -3.3081462    -6.5412183     4864.692  1.9123509   -1.4451    0.236425     
  2M13260932-4718271 201.538849 -47.307549 309.0172031176851  15.153587587689431 13.061 12.584 12.49  216.78592   -3.1955628    -7.28668       5070.8237 2.3419564   -1.6246    0.085166     
  2M13260935-4736011 201.538989 -47.600319 308.9751535258331  14.86364882153879  13.132 12.625 12.568 234.01488   -3.3246162    -6.5896206     5090.0283 2.654256    -1.6649    0.14089501   
  2M13260938-4727512 201.539089 -47.464245 308.99479774180884 14.998392342635999 9.81   9.123  8.997  234.71915   -3.0770867    -6.3824997     4405.6313 1.0307584   -1.61      0.196775     
  2M13260948-4748072 201.53954  -47.802021 308.9465614244144  14.663850628124708 12.939 12.428 12.308 243.35207   -3.5564904    -6.374372      4943.0664 2.5083656   -1.5953    0.330235     
  2M13260977-4718460 201.540733 -47.31279  309.01775807918943 15.148219828832355 15.206 13.023 12.773 319.81143   -3.5196984    -7.0305343     9578.924  4.115651    nan         nan           
  2M13260987-4726183 201.541131 -47.438435 308.9999296098268  15.023759483614192 11.825 11.309 11.168 249.45908   -2.80454      -6.440141      4842.994  1.7762294   -1.6043    0.141535     
  2M13260988-4733009 201.541197 -47.550255 308.9838798692385  14.913019813312506 11.48  10.886 10.741 241.85124   -3.9196067    -6.7552924     4594.4624 1.5454466   -1.6132    0.33486497   
  2M13260995-4737447 201.54147  -47.629105 308.972728544197   14.834909742901786 13.287 12.792 12.735 242.18912   -3.408324     -6.663608      5125.9097 2.5771682   -1.6309    0.211065     
  2M13260995-4723153 201.541492 -47.3876   309.00750298181475 15.07406615631535  12.22  11.664 11.541 242.79837   -2.5654721    -6.758327      4644.954  1.8338294   -1.3791    0.41412503   
  2M13261002-4736326 201.541787 -47.60907  308.9758281472191  14.854720573442274 13.045 12.548 12.445 214.84067   -3.389153     -6.6578856     5054.9106 2.4000335   -1.8289    0.301605     
  2M13261004-4732301 201.541864 -47.541698 308.98557243492047 14.921431105362359 12.335 11.797 11.699 221.80319   -3.330433     -6.2250385     4958.028  2.2133696   -1.718     0.251455     
  2M13261008-4725306 201.54203  -47.425175 309.00246302291214 15.036805956878313 9.832  9.165  8.999  238.23854   -3.9102318    -6.950601      4705.621  1.3951585   -1.2742    1.5200116E-4 
  2M13261016-4742356 201.54237  -47.709908 308.9617361726516  14.754806538207678 13.488 12.975 12.822 252.11115   -3.489063     -6.996457      5017.547  2.684908    -1.6554    0.31422502   
  2M13261019-4723233 201.542464 -47.389832 309.0078562430388  15.07176430809917  11.245 10.701 10.558 214.57007   -2.3532717    -6.5455074     4764.7275 1.6818464   -1.8585    0.302225     
  2M13261025-4733496 201.54272  -47.563786 308.98298642539226 14.899477343838196 12.459 11.895 11.874 239.09778   -3.3192186    -6.221233      4942.01   2.2534833   -1.7387    0.224155     
  2M13261041-4731108 201.543402 -47.519676 308.9898060614393  14.943094719402762 11.991 11.471 11.377 264.0957    -3.6000607    -6.411688      4918.054  2.1400225   -1.7243    0.25845498   
  2M13261043-4712414 201.543461 -47.211517 309.0342682564276  15.248248681475157 12.706 12.203 12.087 216.3099    -3.2016816    -7.164473      4988.164  2.4276204   -1.8035    0.306185     
  2M13261061-4734495 201.54422  -47.580441 308.9816271722458  14.882843434911777 12.231 11.697 11.573 227.80733   -3.8577034    -6.86905       4933.697  1.8218601   -1.5271    0.098168     
  2M13261066-4733314 201.544457 -47.558739 308.9849137843669  14.904312319370174 12.113 11.472 11.363 231.11247   -2.91856      -6.87156       4637.6377 2.222755    -0.67831   0.367495     
  2M13261070-4728519 201.544588 -47.48111  308.99618004857115 14.981174309291328 11.089 10.518 10.399 227.8406    -4.438456     -7.008718      4589.138  1.5343835   -1.6724    0.217715     
  2M13261070-4731201 201.544603 -47.522263 308.9902649412187  14.94042006108047  8.825  8.098  7.912  222.62701   -3.0726504    -6.619073      4216.381  0.6761826   -1.7699    0.208615     
  2M13261070-4732058 201.544604 -47.534946 308.9884398989308  14.927860262903508 11.632 11.062 10.969 235.55573   -3.312667     -6.705975      4761.52   1.8641529   -1.6814    0.273835     
  2M13261078-4735370 201.544925 -47.593632 308.98021654905784 14.869714479964774 10.952 10.347 10.25  224.25716   -2.6637912    -6.2025867     4707.3345 1.5166118   -1.8371    0.256495     
  2M13261081-4747552 201.545048 -47.798676 308.95082896168276 14.666649378454586 13.101 12.615 12.497 230.75742   -2.6787834    -6.9533772     5034.657  2.7433798   -1.5883    0.34552503   
  2M13261081-4722486 201.545073 -47.380184 309.01105843925154 15.081072572098096 12.283 11.892 11.766 239.61191   -3.2713294    -6.5189753     4983.055  2.1829093   -1.6435    0.099043004  
  2M13261090-4727532 201.545441 -47.464783 308.99912273825294 14.997262272368198 10.517 9.888  9.789  235.75752   -3.6871784    -6.174666      4823.7573 1.4859107   -1.4779    0.046423003  
  2M13261091-4732460 201.545493 -47.546127 308.98744551871516 14.916704484306152 11.472 10.936 10.89  229.50595   -2.822303     -6.7255497     4880.568  1.6911399   -1.8941    0.26388502   
  2M13261094-4725444 201.545599 -47.429012 309.00438599897456 15.032670324293676 8.875  8.209  7.934  237.24283   -2.1132083    -6.400978      nan        nan          nan         nan           
  2M13261101-4725498 201.54591  -47.430515 309.00438513750623 15.031152672667819 12.099 11.697 11.567 244.7684    -3.7126224    -6.3364043     4903.526  1.7696176   -1.6281    0.023999501  
  2M13261113-4815087 201.546398 -48.252438 308.88671746393527 14.2171544724949   12.014 11.361 11.275 31.220781   -6.5020356    -4.0801606     4586.061  2.5511017   -0.20929   0.179045     
  2M13261114-4718406 201.546432 -47.311298 309.02193733136306 15.149159387140202 12.533 12.068 11.924 227.08096   -3.0611913    -7.3107595     4995.26   2.1092691   -1.5893    0.138605     
  2M13261117-4739336 201.546555 -47.659344 308.97188991348156 14.804488129249842 12.059 11.533 11.419 243.55759   -2.6244495    -7.3867383     4821.7197 1.947556    -1.6801    0.314165     
  2M13261120-4728435 201.5467   -47.478771 308.997980189189   14.983291952774366 9.744  8.973  8.78   230.71106   -3.3473425    -6.5318303     nan        nan          nan         nan           
  2M13261121-4714297 201.546723 -47.2416   309.0321988367442  15.218150424678706 13.586 13.08  13.006 238.76645   -2.7594054    -7.1829867     4979.691  2.236956    -1.65      0.062632     
  2M13261121-4730522 201.546737 -47.514507 308.99285881788603 14.947900147338654 12.72  12.181 12.085 234.20377   -2.8775342    -6.8605266     4929.0186 2.1236928   -1.3803    0.152645     
  2M13261131-4729500 201.547138 -47.497234 308.9956241207342  14.964967414994085 11.671 11.302 11.089 248.84471   -4.671153     -7.267017      5057.3916 1.5842516   -1.6244    0.284105     
  2M13261135-4729275 201.547293 -47.490993 308.99663042463135 14.971133115245147 11.761 11.211 11.081 213.91612   -4.5567975    -6.4048586     4908.402  1.8561571   -1.4845    0.29699498   
  2M13261148-4648209 201.547853 -46.805824 309.09603805633424 15.649559816452403 12.689 12.383 12.299 -14.940286  -20.129755    -2.0011969     5851.785  4.0491443   0.030261   5.9049996E-4 
  2M13261159-4725143 201.548315 -47.420658 309.00747419626197 15.040687218833762 12.439 11.962 11.836 227.1281    -1.9166286    -7.158542      4905.591  2.05538     -1.3153    0.138425     
  2M13261164-4746574 201.548503 -47.782616 308.9555120594666  14.682231002884064 12.449 11.926 11.835 238.05524   -3.153607     -6.160251      4946.451  2.2750666   -1.7435    0.25023502   
  2M13261171-4728283 201.548808 -47.474541 309.0000501939288  14.98728249254196  8.989  8.297  8.097  216.40607   -3.2431998    -6.172923      4326.4087 0.8081811   -1.7689    0.233345     
  2M13261175-4752231 201.548984 -47.873104 308.9428461279551  14.592576212929075 13.475 12.977 12.884 239.43576   -3.3094363    -6.4654093     5011.637  2.7139797   -1.348     0.146345     
  2M13261177-4714172 201.54905  -47.238117 309.03432308273665 15.221379327505954 12.647 12.117 11.981 243.55444   -3.1248214    -6.966117      4892.497  2.2912936   -0.96634   0.268105     
  2M13261177-4731166 201.54907  -47.521305 308.99349468028663 14.940949045681888 12.064 11.457 11.356 217.35071   -3.6257932    -6.0215845     4593.95   1.7997768   -1.2406    0.438685     
  2M13261182-4737215 201.549259 -47.622658 308.9790337215089  14.840564224137655 13.146 12.618 12.529 223.41551   -3.8553224    -6.3368645     4814.151  2.4119058   -1.3835    0.42083502   
  2M13261183-4730507 201.549299 -47.514107 308.99468999846255 14.948055467549358 12.397 11.845 11.756 231.10083   -3.8385315    -6.2753544     4711.661  2.0112221   -1.4109    0.41114497   
  2M13261183-4730507 201.549299 -47.514107 308.99468999846255 14.948055467549358 12.397 11.845 11.756 230.88876   -3.8385315    -6.2753544     4698.0537 2.1078715   -1.4131    0.399365     
  2M13261184-4725021 201.549349 -47.417259 309.0086816235356  15.043955702110962 10.662 10.061 9.949  218.39828   -4.097973     -6.16077       4688.583  1.3500371   -1.6744    0.190375     
  2M13261190-4734306 201.549622 -47.575191 308.98611677384076 14.88753551731915  11.632 11.118 11.023 226.11325   -2.9355557    -6.1828575     4932.584  2.086414    -1.7228    0.224475     
  2M13261191-4730361 201.549627 -47.510044 308.99550235642323 14.952048086239623 11.224 10.627 10.511 237.60814   -2.4354508    -6.18363       4608.08   1.497865    -1.6882    0.308425     
  2M13261208-4729362 201.550336 -47.493393 308.99839230164    14.968470307041676 11.665 11.112 11.013 216.57959   -3.8122313    -6.866016      4838.6934 1.9096642   -1.8005    0.308195     
  2M13261212-4727365 201.550539 -47.460159 309.00332248805717 15.001361540121172 12.553 12.017 11.925 219.43716   -3.7950416    -7.004443      4963.0938 2.6032102   -1.0366    0.258555     
  2M13261217-4725305 201.550726 -47.425159 309.0084979064807  15.0360029415528   8.891  8.194  8.0    219.6252    -3.876517     -6.3355675     4257.453  0.76339746  -1.8872    0.253575     
  2M13261218-4726577 201.550767 -47.449368 309.00503604905896 15.012025954818348 11.176 10.65  10.535 239.88724   -4.0834584    -5.5254307     4897.1255 1.6981838   -1.7711    0.185735     
  2M13261220-4728346 201.550842 -47.476288 309.0012077800151  14.985361125045955 11.235 10.717 10.625 229.71672   -2.627532     -7.2574434     4840.5415 1.6563351   -1.9238    0.305265     
  2M13261220-4731251 201.550847 -47.523647 308.9943872252931  14.938462827626392 9.382  8.613  8.404  240.16333   -3.6547573    -7.301304      nan        nan          nan         nan           
  2M13261225-4738026 201.551082 -47.63406  308.978651447845   14.829102192988964 10.993 10.417 10.31  237.6144    -3.2491095    -6.915853      4729.118  1.6602998   -1.7684    0.31190503   
  2M13261244-4728533 201.551862 -47.481487 309.00116514931943 14.980116786957824 9.563  8.906  8.769  230.59807   -3.3011253    -7.0684285     4447.08   1.0451559   -1.7602    0.233965     
  2M13261245-4735442 201.551899 -47.595638 308.98474650847686 14.867073756258346 12.649 12.108 11.969 169.33936   -9.853393     -0.8727032     4783.372  2.5114045   -0.40366   0.26243502   
  2M13261253-4722224 201.552209 -47.372894 309.01706582147995 15.087618629623156 12.329 11.825 11.651 235.68213   -3.1586478    -6.96019       4911.18   2.1843545   -1.2624    0.137245     
  2M13261259-4733440 201.552488 -47.562241 308.98996307426654 14.900090381874273 12.712 12.177 12.08  231.51228   -2.2277792    -6.0544577     4986.187  2.2848692   -1.7508    0.307355     
  2M13261276-4723080 201.553192 -47.385571 309.0159193971416  15.074972535770849 12.123 11.617 11.506 223.09055   -3.0311947    -6.2759213     4911.9478 2.1691716   -1.7447    0.31401497   
  2M13261276-4723080 201.553192 -47.385571 309.0159193971416  15.074972535770849 12.123 11.617 11.506 223.05019   -3.0311947    -6.2759213     4892.1616 2.1518078   -1.7651    0.30171502   
  2M13261278-4719361 201.553277 -47.326714 309.0244728668283  15.133247291156486 13.181 12.975 12.888 nan          -3.258527     -6.844633      nan        nan          nan         nan           
  2M13261281-4716301 201.5534   -47.275028 309.03202185472526 15.184417132260226 13.397 12.901 12.776 229.76303   -3.330002     -7.008923      5019.9346 2.6870742   -1.8489    0.31181502   
  2M13261283-4729101 201.553471 -47.486156 309.0016067812801  14.975341868673002 10.279 9.651  9.505  209.27382   -3.3660975    -6.876732      4566.2256 1.2410353   -1.8439    0.30409503   
  2M13261288-4726029 201.55368  -47.434147 309.00925076792925 15.026824230930162 12.377 11.875 11.779 232.53741   -4.0291867    -6.272485      4972.148  2.1961074   -1.5902    0.154185     
  2M13261288-4736165 201.553684 -47.604599 308.9846893811932  14.858032462511424 12.442 11.936 11.84  216.43837   -4.300825     -5.844321      4972.6953 2.2462652   -1.6593    0.236255     
  2M13261305-4727535 201.554382 -47.464882 309.00530515750734 14.996322757618552 12.525 12.053 11.988 215.17186   -3.208029     -6.9322095     4992.38   2.5412107   -1.7147    0.262955     
  2M13261308-4712509 201.554531 -47.214165 309.04160360230196 15.24457856898356  12.58  12.061 11.958 231.16086   -2.7211046    -7.12738       4860.61   2.3381288   -1.5056    0.390065     
  2M13261308-4732493 201.55454  -47.54703  308.99357355020595 14.914960452630938 nan     11.561 nan     219.53416   -3.0001311    -6.340021      4996.5576 1.9146304   -1.5928    0.411905     
  2M13261310-4742180 201.554592 -47.705025 308.97086053160245 14.758498616454807 12.002 11.463 11.316 236.11511   -3.5569386    -6.447517      4923.1973 1.7571392   -1.471     0.116852     
  2M13261313-4734096 201.554717 -47.569359 308.9904788860383  14.892832328407374 12.203 11.691 11.582 231.59322   -4.075027     -6.2562914     4922.285  2.0824249   -1.7105    0.170555     
  2M13261317-4723286 201.554913 -47.391293 309.0162886520543  15.0691440138425   10.84  10.302 10.166 218.71964   -2.718917     -7.2862844     4862.3135 1.4572854   -1.6462    0.104755     
  2M13261324-4717578 201.555204 -47.2994   309.0297572350776  15.16011254090153  11.212 10.689 10.576 232.02965   -2.7943163    -6.2667575     4914.0654 1.8827255   -1.8078    0.35580498   
  2M13261324-4717578 201.555204 -47.2994   309.0297572350776  15.16011254090153  11.212 10.689 10.576 231.87663   -2.7943163    -6.2667575     4932.504  1.9256372   -1.7796    0.271575     
  2M13261328-4744273 201.555362 -47.740917 308.96622736277516 14.722883670298458 12.477 11.875 11.755 242.1002    -3.5189536    -6.599036      4753.556  2.343608    -0.90646   0.351815     
  2M13261345-4732286 201.556072 -47.541294 308.99545991342717 14.920496561032524 11.694 11.115 11.039 238.5121    -3.8180935    -6.6480374     4918.91   1.9445834   -1.5552    0.129915     
  2M13261351-4727088 201.556305 -47.45245  309.0084310343832  15.008452405479584 9.306  8.531  8.383  226.70341   -3.736363     -6.1923246     4454.705  0.96054935  -1.3272    0.078483     
  2M13261354-4727346 201.556455 -47.459614 309.00750167688176 15.001344153431177 12.342 11.837 11.715 200.62982   -2.8200693    -6.079358      4919.5723 2.256077    -1.9323    0.31507498   
  2M13261360-4735029 201.556669 -47.58416  308.9896958036373  14.877992168767161 12.529 12.006 11.9   228.34677   -3.442353     -6.08097       4921.537  2.1922474   -1.1971    0.228045     
  2M13261377-4735340 201.557384 -47.592785 308.98894724816114 14.869384057623325 10.024 9.37   9.251  231.11264   -3.690789     -7.034245      4583.8765 1.0903702   -1.666     0.177875     
  2M13261394-4734572 201.558089 -47.582581 308.9909047015359  14.879422400219028 10.204 9.606  9.423  231.27371   -4.2211657    -6.4456663     4604.713  1.2692294   -1.8105    0.29417503   
  2M13261397-4734508 201.558225 -47.580795 308.9912560631527  14.88117821638915  12.257 11.761 11.669 246.56726   -3.540419     -6.6432652     4911.188  2.0903296   -1.8717    0.34742498   
  2M13261406-4729322 201.558611 -47.492287 309.00428299472605 14.96878684082854  10.489 9.957  9.831  214.61742   -3.1052947    -6.033064      4842.1675 1.4508865   -1.6592    0.014051001  
  2M13261408-4726354 201.558701 -47.443184 309.01142904971675 15.017402209543754 11.667 11.144 10.971 232.10551   -3.1164434    -5.5237985     4775.069  1.8181589   -1.8147    0.33074498   
  2M13261418-4729539 201.55909  -47.498318 309.00374488628836 14.962769585375892 12.829 12.227 12.089 226.25935   -3.4656212    -6.4866624     4712.675  2.5631337   -0.64686   0.38516498   
  2M13261423-4709316 201.559296 -47.158787 309.05293605515027 15.29896319729285  13.337 12.767 12.671 -41.830738  -6.674881     -2.9647915     4715.0425 2.5286782   -0.42269   0.240945     
  2M13261430-4732231 201.559622 -47.539776 308.99813467414117 14.921665951023797 12.504 11.975 11.861 226.05205   -4.074204     -7.0622783     4903.475  2.0440354   -1.2462    0.183875     
  2M13261434-4733408 201.559754 -47.561348 308.995115972282   14.900291929394395 11.993 11.405 11.258 230.19347   -3.2494256    -6.4918175     4763.9087 2.0859628   -0.93519   0.32981503   
  2M13261437-4734574 201.559914 -47.582623 308.99215995218856 14.879209351566178 11.443 10.923 10.835 218.71257   -3.6071546    -7.7536573     4927.2256 1.7351522   -1.8754    0.309305     
  2M13261441-4730593 201.560071 -47.516476 309.0018052644228  14.944696410525099 12.302 11.865 11.738 221.99106   -4.493068     -6.4922028     4916.3066 2.2566514   -1.7387    0.237895     
  2M13261442-4728053 201.56009  -47.468151 309.0087894121764  14.992548014496473 10.765 10.14  9.996  243.80887   -3.3681526    -6.183764      nan        nan          nan         nan           
  2M13261456-4721229 201.560686 -47.356373 309.02533973575237 15.103178045815335 8.671  7.877  7.757  243.00021   -2.6100845    -6.8672895     4237.441  0.63046527  -1.7555    0.148595     
  2M13261459-4724512 201.560821 -47.414242 309.0170768140712  15.045861698741554 11.421 10.74  10.62  238.8441    -2.8981187    -6.1712017     4709.6113 2.0875912   -0.94583   0.331595     
  2M13261459-4739373 201.560824 -47.660378 308.9815849216668  14.802126883336516 13.493 12.988 12.942 237.37193   -3.4755511    -6.074703      5087.035  2.7447658   -1.65      0.263235     
  2M13261471-4725224 201.561293 -47.422905 309.0161536380536  15.037238791374325 11.657 11.127 10.985 217.44127   -3.0496838    -7.272944      4801.454  1.8378885   -1.7783    0.271925     
  2M13261475-4721316 201.561469 -47.358788 309.0255349161706  15.100712676363667 11.596 11.065 10.962 233.11865   -2.9527233    -6.2266054     4922.4004 1.7459977   -1.5046    0.075346     
  2M13261477-4725279 201.561556 -47.424423 309.0161169376602  15.035710810958355 11.576 11.035 10.965 219.17264   -3.1545904    -6.8317766     4925.0225 1.768219    -1.5023    0.050079003  
  2M13261482-4721148 201.561754 -47.354126 309.02640640715094 15.105302178706589 12.66  12.338 12.21  216.65385   -2.935369     -6.55213       5809.437  1.877274    -1.7454    -0.052245    
  2M13261483-4735213 201.561815 -47.589272 308.99251527981716 14.872446573074908 10.703 10.135 10.036 235.41644   -4.100152     -6.6932054     4851.766  1.1148763   -1.6787    -0.001503    
  2M13261486-4731166 201.561952 -47.521294 309.0024123096597  14.939748401547288 11.591 11.037 10.947 225.8616    -3.4812536    -6.7963715     4884.8853 1.6670129   -1.4991    0.127585     
  2M13261487-4748276 201.561969 -47.807674 308.96116949861255 14.656158374351445 13.737 13.319 13.232 230.91148   -3.5296626    -6.6214843     5063.2295 2.456771    -1.5086    0.163845     
  2M13261490-4729111 201.562111 -47.486443 309.0075503091213  14.974244202253288 11.368 10.806 10.696 264.1201    -2.569266     -6.6120005     4819.042  1.7130253   -1.6189    0.210445     
  2M13261523-4730245 201.563468 -47.506817 309.00555028195805 14.953941344063175 10.31  9.671  9.542  236.87297   -3.526433     -6.7473865     4727.086  1.2020688   -1.4411    -0.009397998 
  2M13261529-4732557 201.563733 -47.548809 308.99967579795145 14.91233439918811  12.521 12.004 11.918 223.00342   -3.4472077    -6.0714016     4911.4023 2.2891197   -1.5755    0.307355     
  2M13261531-4725133 201.563792 -47.420372 309.01825304167596 15.03951127044255  12.23  11.699 11.582 244.653     -2.3438013    -6.6409097     4875.7764 2.1807232   -1.2246    0.163495     
  2M13261541-4733081 201.564212 -47.552258 308.9995096152902  14.908874008437225 12.644 12.16  12.093 223.89561   -3.650534     -7.0944943     4947.1597 2.3156118   -1.7907    0.32151502   
  2M13261542-4712118 201.564258 -47.203278 309.04996010348873 15.2544370572035   13.075 12.592 12.472 219.60004   -4.0295587    -6.8061504     4893.94   2.4514482   -1.575     0.41496497   
  2M13261545-4732040 201.564409 -47.534466 309.0022124461383  14.92647375315924  11.848 11.368 11.277 230.33194   -3.5092742    -6.441315      5009.9004 1.787066    -1.8873    0.356305     
  2M13261552-4714354 201.564681 -47.243187 309.0444806334019  15.214878802302248 10.595 9.952  9.823  240.23984   -3.2207549    -6.1729717     4411.427  1.1445714   -1.5504    0.30264503   
  2M13261577-4725153 201.565746 -47.420921 309.0195293560487  15.038783234161633 10.458 9.87   9.727  231.05037   -2.468302     -6.1327868     4788.342  1.3887196   -1.4894    0.0245808    
  2M13261581-4724563 201.5659   -47.415646 309.02039814777413 15.04399211615036  12.567 12.085 11.989 251.24393   -2.5181706    -6.141168      4941.8994 2.311432    -1.8385    0.300775     
