# APOGEE_ID          RA         DEC        VHELIO_AVG 
  2M13255191-4657537 201.466294 -46.964928 64.38049   
  2M13255200-4730163 201.466672 -47.504528 216.3542   
  2M13255200-4730163 201.466672 -47.504528 221.5069   
  2M13255205-4736572 201.466878 -47.615894 243.74667  
  2M13255206-4727239 201.466934 -47.456661 226.70044  
  2M13255222-4648144 201.467613 -46.804005 -45.281647 
  2M13255233-4715121 201.468078 -47.253365 244.19205  
  2M13255239-4734250 201.468292 -47.573624 219.86557  
  2M13255251-4741136 201.468815 -47.687126 232.59732  
  2M13255267-4745261 201.469483 -47.757275 231.70808  
  2M13255279-4816320 201.469999 -48.275562 -37.482548 
  2M13255281-4730211 201.470072 -47.505871 231.47069  
  2M13255296-4713072 201.470673 -47.218674 229.24464  
  2M13255296-4723195 201.470697 -47.388767 239.61624  
  2M13255299-4737281 201.47083  -47.62449  245.76953  
  2M13255300-4736177 201.470849 -47.604927 237.88025  
  2M13255301-4732544 201.470883 -47.548458 235.95186  
  2M13255328-4727398 201.472002 -47.461079 223.84114  
  2M13255348-4730451 201.47286  -47.51255  218.62645  
  2M13255351-4729442 201.47298  -47.495617 226.03688  
  2M13255370-4726381 201.47379  -47.443935 222.7087   
  2M13255372-4731055 201.473835 -47.518211 239.12563  
  2M13255376-4728122 201.474016 -47.470062 228.47516  
  2M13255383-4811081 201.474318 -48.1856   -75.41708  
  2M13255383-4730424 201.474325 -47.511784 226.95734  
  2M13255394-4647489 201.474788 -46.796936 4.168972   
  2M13255395-4726046 201.474817 -47.434624 246.7453   
  2M13255404-4717062 201.475192 -47.285072 228.79007  
  2M13255407-4723031 201.475323 -47.384205 221.70914  
  2M13255408-4722151 201.47536  -47.37088  232.42056  
  2M13255433-4725137 201.476386 -47.420486 218.97537  
  2M13255447-4735071 201.476974 -47.585312 237.3759   
  2M13255465-4731016 201.477744 -47.517113 230.66446  
  2M13255467-4731393 201.477793 -47.527588 244.01993  
  2M13255468-4719220 201.477858 -47.322784 208.64893  
  2M13255468-4719220 201.477858 -47.322784 219.27461  
  2M13255540-4724444 201.480837 -47.412357 222.87054  
  2M13255549-4717220 201.48121  -47.289455 236.98482  
  2M13255550-4742011 201.481262 -47.700329 229.9051   
  2M13255561-4715378 201.481742 -47.260506 229.63849  
  2M13255574-4814476 201.482262 -48.246582 -69.66479  
  2M13255577-4717440 201.482404 -47.29557  233.96277  
  2M13255610-4729142 201.483773 -47.487305 220.15996  
  2M13255610-4729142 201.483773 -47.487305 220.21304  
  2M13255613-4725542 201.483907 -47.43174  223.92168  
  2M13255621-4735279 201.484224 -47.591106 8.116307   
  2M13255642-4724227 201.485113 -47.406319 206.5927   
  2M13255649-4722512 201.485377 -47.380909 221.85019  
  2M13255658-4727506 201.485762 -47.464069 228.46323  
  2M13255659-4737104 201.4858   -47.61956  222.87138  
  2M13255660-4725310 201.48584  -47.425278 225.88426  
  2M13255679-4733547 201.48664  -47.565201 223.7171   
  2M13255689-4731268 201.487052 -47.524117 219.07611  
  2M13255690-4731588 201.487105 -47.533009 216.9145   
  2M13255694-4739537 201.48727  -47.664925 240.8347   
  2M13255712-4722354 201.488003 -47.376514 ""         
  2M13255725-4740242 201.488553 -47.673401 224.0353   
  2M13255730-4720086 201.488769 -47.335747 221.53185  
  2M13255741-4711593 201.489242 -47.199833 235.79553  
  2M13255749-4733350 201.489576 -47.559738 238.967    
  2M13255750-4725547 201.48961  -47.431885 208.34335  
  2M13255756-4732128 201.489849 -47.536907 233.88457  
  2M13255760-4731282 201.490001 -47.524521 228.19879  
  2M13255811-4708192 201.49216  -47.138683 235.87242  
  2M13255811-4708192 201.49216  -47.138683 235.56064  
  2M13255811-4724154 201.492165 -47.404278 230.3828   
  2M13255815-4728323 201.492309 -47.475655 236.75438  
  2M13255824-4722354 201.492687 -47.376522 224.43147  
  2M13255837-4708566 201.493233 -47.149075 235.32547  
  2M13255843-4732200 201.493476 -47.538914 224.23633  
  2M13255859-4743352 201.494132 -47.726456 244.42984  
  2M13255869-4723395 201.494563 -47.394333 228.7602   
  2M13255871-4736098 201.494658 -47.602726 231.34837  
  2M13255871-4736098 201.494658 -47.602726 232.26529  
  2M13255879-4729212 201.494976 -47.489223 220.40157  
  2M13255886-4738323 201.495254 -47.642319 251.36374  
  2M13255889-4723256 201.495379 -47.39045  221.99081  
  2M13255889-4717597 201.495399 -47.299931 237.45795  
  2M13255889-4732290 201.4954   -47.541389 224.2013   
  2M13255901-4725127 201.495903 -47.420219 243.32924  
  2M13255903-4725272 201.495965 -47.424244 227.16165  
  2M13255909-4722323 201.49624  -47.375652 221.18758  
  2M13255911-4729016 201.496333 -47.483791 213.36768  
  2M13255919-4706158 201.49664  -47.104401 -43.700794 
  2M13255919-4706158 201.49664  -47.104401 -44.004303 
  2M13255921-4726210 201.496737 -47.43919  219.92403  
  2M13255938-4726095 201.497438 -47.435989 232.67288  
  2M13255967-4717478 201.498658 -47.296638 217.11725  
  2M13255967-4717478 201.498658 -47.296638 217.23141  
  2M13255970-4724059 201.498775 -47.401665 214.06175  
  2M13255972-4723441 201.49887  -47.395599 213.76028  
  2M13255972-4723441 201.49887  -47.395599 213.43222  
  2M13255988-4735015 201.499514 -47.583759 222.64084  
  2M13255995-4726308 201.499819 -47.441906 225.43073  
  2M13260003-4730196 201.500156 -47.505451 220.38875  
  2M13260009-4722382 201.500382 -47.377296 242.34229  
  2M13260009-4725379 201.500401 -47.427204 222.83836  
  2M13260017-4733513 201.50074  -47.56427  226.63722  
  2M13260022-4732221 201.500936 -47.53949  240.22868  
  2M13260039-4724447 201.50164  -47.412434 213.1359   
  2M13260041-4734308 201.50172  -47.575241 242.08276  
  2M13260042-4729139 201.501752 -47.487198 214.39076  
  2M13260069-4730473 201.502913 -47.513157 227.38971  
  2M13260070-4831389 201.502918 -48.527493 -11.402804 
  2M13260075-4732026 201.503133 -47.534077 236.45741  
  2M13260078-4742549 201.503291 -47.715263 234.65344  
  2M13260080-4735131 201.503366 -47.586994 238.6933   
  2M13260083-4731352 201.503496 -47.526466 232.14545  
  2M13260094-4726223 201.503948 -47.439548 236.33455  
  2M13260103-4717113 201.504293 -47.286488 226.76855  
  2M13260112-4730527 201.504689 -47.51466  226.39929  
  2M13260113-4716580 201.504721 -47.282799 251.85037  
  2M13260125-4723555 201.505216 -47.398773 232.95966  
  2M13260143-4722183 201.505972 -47.371777 230.06613  
  2M13260145-4723322 201.506057 -47.392284 232.34152  
  2M13260155-4811148 201.506465 -48.187469 -19.943188 
  2M13260157-4737122 201.506578 -47.620064 232.67838  
  2M13260157-4737122 201.506578 -47.620064 232.55096  
  2M13260158-4733060 201.506605 -47.551685 226.71387  
  2M13260158-4733060 201.506605 -47.551685 223.77057  
  2M13260160-4734298 201.506702 -47.574966 227.44415  
  2M13260162-4727379 201.506789 -47.460529 224.49033  
  2M13260166-4724309 201.506954 -47.408611 224.87378  
  2M13260174-4740335 201.507254 -47.675999 247.80522  
  2M13260174-4740335 201.507254 -47.675999 247.99315  
  2M13260181-4739340 201.507579 -47.659451 243.39078  
  2M13260185-4704426 201.50774  -47.078518 2.8230996  
  2M13260188-4726526 201.507836 -47.447956 228.25627  
  2M13260188-4726592 201.507868 -47.44978  242.51021  
  2M13260198-4717420 201.508268 -47.295025 241.35616  
  2M13260217-4728484 201.509053 -47.480129 241.81873  
  2M13260230-4741121 201.509624 -47.686718 236.77742  
  2M13260235-4738146 201.509806 -47.637394 228.05902  
  2M13260235-4738146 201.509806 -47.637394 227.09468  
  2M13260249-4728299 201.510408 -47.474983 226.79121  
  2M13260274-4725084 201.511426 -47.419003 213.06844  
  2M13260281-4740558 201.511719 -47.682175 238.47627  
  2M13260282-4721575 201.511755 -47.365997 219.3704   
  2M13260294-4733290 201.512265 -47.558071 223.17912  
  2M13260296-4732084 201.51236  -47.535683 214.15465  
  2M13260299-4728594 201.512467 -47.483185 242.97498  
  2M13260301-4732192 201.512556 -47.538685 222.76999  
  2M13260315-4727221 201.51313  -47.456154 238.85828  
  2M13260320-4727131 201.513357 -47.453663 252.08197  
  2M13260327-4731129 201.513664 -47.520271 235.29538  
  2M13260332-4722560 201.513874 -47.382244 219.97911  
  2M13260339-4733280 201.514126 -47.557781 220.57115  
  2M13260340-4734285 201.514191 -47.574593 237.26323  
  2M13260351-4726312 201.514657 -47.442017 227.61919  
  2M13260369-4737066 201.515381 -47.618523 231.36804  
  2M13260377-4746394 201.515728 -47.777634 237.30022  
  2M13260379-4728258 201.515813 -47.473854 215.23361  
  2M13260383-4728327 201.515976 -47.475765 223.34004  
  2M13260392-4726537 201.516338 -47.448265 236.49959  
  2M13260403-4707293 201.516802 -47.124821 238.50444  
  2M13260403-4707293 201.516802 -47.124821 238.61087  
  2M13260403-4730358 201.516832 -47.50996  213.94554  
  2M13260408-4745148 201.517008 -47.754135 231.58887  
  2M13260411-4715150 201.517136 -47.254169 239.14633  
  2M13260437-4725010 201.518237 -47.41695  211.06947  
  2M13260439-4725149 201.51833  -47.420822 240.2056   
  2M13260439-4713169 201.518333 -47.221375 236.70755  
  2M13260441-4726284 201.518379 -47.441223 209.45396  
  2M13260464-4739575 201.519354 -47.665993 238.94383  
  2M13260470-4733142 201.519614 -47.553947 219.71269  
  2M13260473-4733366 201.519727 -47.560184 239.73592  
  2M13260490-4731076 201.520431 -47.518803 229.08096  
  2M13260517-4723425 201.52155  -47.395149 220.44113  
  2M13260519-4736250 201.521628 -47.606964 231.3381   
  2M13260527-4719219 201.52199  -47.322769 227.99394  
  2M13260531-4729559 201.522161 -47.498863 222.7697   
  2M13260536-4728206 201.522368 -47.472397 242.39604  
  2M13260538-4732203 201.522422 -47.538998 230.38988  
  2M13260543-4717515 201.522654 -47.297642 228.79643  
  2M13260551-4729344 201.522973 -47.492908 235.19652  
  2M13260553-4752555 201.523058 -47.882107 230.10036  
  2M13260563-4727225 201.523466 -47.456264 229.3153   
  2M13260566-4720517 201.523605 -47.347698 252.55356  
  2M13260566-4733483 201.523616 -47.563427 229.47932  
  2M13260578-4733316 201.524124 -47.558781 217.69107  
  2M13260591-4723002 201.524631 -47.383404 231.84975  
  2M13260591-4712184 201.524657 -47.205132 230.71057  
  2M13260603-4827068 201.525143 -48.451893 -40.493294 
  2M13260605-4727593 201.52524  -47.46648  229.38168  
  2M13260607-4727012 201.5253   -47.450344 227.60405  
  2M13260609-4722171 201.525381 -47.371426 236.64888  
  2M13260612-4735275 201.525505 -47.590973 216.94066  
  2M13260613-4735096 201.525569 -47.586021 233.85765  
  2M13260617-4728393 201.525728 -47.477608 226.79265  
  2M13260618-4729406 201.52578  -47.494617 217.88431  
  2M13260634-4731556 201.526432 -47.532112 226.7366   
  2M13260647-4732095 201.526999 -47.535999 227.4754   
  2M13260648-4731164 201.527015 -47.521236 219.54982  
  2M13260648-4737308 201.527032 -47.625244 240.7669   
  2M13260649-4732127 201.527056 -47.536869 221.9651   
  2M13260673-4724456 201.528061 -47.41267  215.6386   
  2M13260688-4725173 201.528692 -47.421486 220.26941  
  2M13260719-4729520 201.529977 -47.49778  211.69899  
  2M13260730-4728113 201.530423 -47.469807 221.66696  
  2M13260731-4729121 201.530485 -47.48671  229.88103  
  2M13260733-4731328 201.530555 -47.525787 237.82542  
  2M13260741-4726104 201.530906 -47.43623  238.77557  
  2M13260743-4724106 201.530965 -47.402958 227.23328  
  2M13260749-4725181 201.531241 -47.421696 230.09093  
  2M13260753-4727269 201.531411 -47.457474 222.61618  
  2M13260763-4732541 201.531802 -47.548363 217.3602   
  2M13260767-4655406 201.531989 -46.927959 -88.642395 
  2M13260771-4727412 201.532125 -47.46146  218.27335  
  2M13260773-4725538 201.532245 -47.431614 254.78043  
  2M13260779-4725284 201.532484 -47.424572 219.31148  
  2M13260787-4729185 201.532823 -47.488499 223.34425  
  2M13260788-4726379 201.532855 -47.443882 247.87924  
  2M13260810-4731226 201.533785 -47.522957 226.55032  
  2M13260811-4740458 201.533801 -47.679394 248.43422  
  2M13260812-4726523 201.533873 -47.447876 222.92122  
  2M13260823-4734468 201.534312 -47.579678 224.22247  
  2M13260825-4736427 201.534395 -47.61187  249.75429  
  2M13260836-4734087 201.534849 -47.569103 228.34218  
  2M13260843-4807246 201.535126 -48.12352  4.4032907  
  2M13260843-4807246 201.535126 -48.12352  4.59695    
  2M13260849-4724462 201.535405 -47.412861 207.27571  
  2M13260869-4734399 201.536215 -47.577766 220.1146   
  2M13260875-4728194 201.536475 -47.472073 245.5326   
  2M13260879-4714473 201.536658 -47.246487 233.17172  
  2M13260880-4730345 201.536673 -47.509602 226.02982  
  2M13260888-4721156 201.53701  -47.354351 235.4712   
  2M13260888-4721156 201.53701  -47.354351 235.48727  
  2M13260891-4732263 201.537144 -47.540665 229.51433  
  2M13260893-4703571 201.537219 -47.065887 -16.890516 
  2M13260894-4733475 201.537287 -47.563213 225.77635  
  2M13260924-4726108 201.538527 -47.436352 218.29349  
  2M13260925-4721051 201.538556 -47.351433 234.91563  
  2M13260925-4717474 201.53857  -47.296509 225.02925  
  2M13260932-4718271 201.538849 -47.307549 216.78592  
  2M13260935-4736011 201.538989 -47.600319 234.01488  
  2M13260938-4727512 201.539089 -47.464245 234.71915  
  2M13260948-4748072 201.53954  -47.802021 243.35207  
  2M13260977-4718460 201.540733 -47.31279  319.81143  
  2M13260987-4726183 201.541131 -47.438435 249.45908  
  2M13260988-4733009 201.541197 -47.550255 241.85124  
  2M13260995-4737447 201.54147  -47.629105 242.18912  
  2M13260995-4723153 201.541492 -47.3876   242.79837  
  2M13261002-4736326 201.541787 -47.60907  214.84067  
  2M13261004-4732301 201.541864 -47.541698 221.80319  
  2M13261008-4725306 201.54203  -47.425175 238.23854  
  2M13261016-4742356 201.54237  -47.709908 252.11115  
  2M13261019-4723233 201.542464 -47.389832 214.57007  
  2M13261025-4733496 201.54272  -47.563786 239.09778  
  2M13261041-4731108 201.543402 -47.519676 264.0957   
  2M13261043-4712414 201.543461 -47.211517 216.3099   
  2M13261061-4734495 201.54422  -47.580441 227.80733  
  2M13261066-4733314 201.544457 -47.558739 231.11247  
  2M13261070-4728519 201.544588 -47.48111  227.8406   
  2M13261070-4731201 201.544603 -47.522263 222.62701  
  2M13261070-4732058 201.544604 -47.534946 235.55573  
  2M13261078-4735370 201.544925 -47.593632 224.25716  
  2M13261081-4747552 201.545048 -47.798676 230.75742  
  2M13261081-4722486 201.545073 -47.380184 239.61191  
  2M13261090-4727532 201.545441 -47.464783 235.75752  
  2M13261091-4732460 201.545493 -47.546127 229.50595  
  2M13261094-4725444 201.545599 -47.429012 237.24283  
  2M13261101-4725498 201.54591  -47.430515 244.7684   
  2M13261113-4815087 201.546398 -48.252438 31.220781  
  2M13261114-4718406 201.546432 -47.311298 227.08096  
  2M13261117-4739336 201.546555 -47.659344 243.55759  
  2M13261120-4728435 201.5467   -47.478771 230.71106  
  2M13261121-4714297 201.546723 -47.2416   238.76645  
  2M13261121-4730522 201.546737 -47.514507 234.20377  
  2M13261131-4729500 201.547138 -47.497234 248.84471  
  2M13261135-4729275 201.547293 -47.490993 213.91612  
  2M13261148-4648209 201.547853 -46.805824 -14.940286 
  2M13261159-4725143 201.548315 -47.420658 227.1281   
  2M13261164-4746574 201.548503 -47.782616 238.05524  
  2M13261171-4728283 201.548808 -47.474541 216.40607  
  2M13261175-4752231 201.548984 -47.873104 239.43576  
  2M13261177-4714172 201.54905  -47.238117 243.55444  
  2M13261177-4731166 201.54907  -47.521305 217.35071  
  2M13261182-4737215 201.549259 -47.622658 223.41551  
  2M13261183-4730507 201.549299 -47.514107 231.10083  
  2M13261183-4730507 201.549299 -47.514107 230.88876  
  2M13261184-4725021 201.549349 -47.417259 218.39828  
  2M13261190-4734306 201.549622 -47.575191 226.11325  
  2M13261191-4730361 201.549627 -47.510044 237.60814  
  2M13261208-4729362 201.550336 -47.493393 216.57959  
  2M13261212-4727365 201.550539 -47.460159 219.43716  
  2M13261217-4725305 201.550726 -47.425159 219.6252   
  2M13261218-4726577 201.550767 -47.449368 239.88724  
  2M13261220-4728346 201.550842 -47.476288 229.71672  
  2M13261220-4731251 201.550847 -47.523647 240.16333  
  2M13261225-4738026 201.551082 -47.63406  237.6144   
  2M13261244-4728533 201.551862 -47.481487 230.59807  
  2M13261245-4735442 201.551899 -47.595638 169.33936  
  2M13261253-4722224 201.552209 -47.372894 235.68213  
  2M13261259-4733440 201.552488 -47.562241 231.51228  
  2M13261276-4723080 201.553192 -47.385571 223.09055  
  2M13261276-4723080 201.553192 -47.385571 223.05019  
  2M13261278-4719361 201.553277 -47.326714 ""         
  2M13261281-4716301 201.5534   -47.275028 229.76303  
  2M13261283-4729101 201.553471 -47.486156 209.27382  
  2M13261288-4726029 201.55368  -47.434147 232.53741  
  2M13261288-4736165 201.553684 -47.604599 216.43837  
  2M13261305-4727535 201.554382 -47.464882 215.17186  
  2M13261308-4712509 201.554531 -47.214165 231.16086  
  2M13261308-4732493 201.55454  -47.54703  219.53416  
  2M13261310-4742180 201.554592 -47.705025 236.11511  
  2M13261313-4734096 201.554717 -47.569359 231.59322  
  2M13261317-4723286 201.554913 -47.391293 218.71964  
  2M13261324-4717578 201.555204 -47.2994   232.02965  
  2M13261324-4717578 201.555204 -47.2994   231.87663  
  2M13261328-4744273 201.555362 -47.740917 242.1002   
  2M13261345-4732286 201.556072 -47.541294 238.5121   
  2M13261351-4727088 201.556305 -47.45245  226.70341  
  2M13261354-4727346 201.556455 -47.459614 200.62982  
  2M13261360-4735029 201.556669 -47.58416  228.34677  
  2M13261377-4735340 201.557384 -47.592785 231.11264  
  2M13261394-4734572 201.558089 -47.582581 231.27371  
  2M13261397-4734508 201.558225 -47.580795 246.56726  
  2M13261406-4729322 201.558611 -47.492287 214.61742  
  2M13261408-4726354 201.558701 -47.443184 232.10551  
  2M13261418-4729539 201.55909  -47.498318 226.25935  
  2M13261423-4709316 201.559296 -47.158787 -41.830738 
  2M13261430-4732231 201.559622 -47.539776 226.05205  
  2M13261434-4733408 201.559754 -47.561348 230.19347  
  2M13261437-4734574 201.559914 -47.582623 218.71257  
  2M13261441-4730593 201.560071 -47.516476 221.99106  
  2M13261442-4728053 201.56009  -47.468151 243.80887  
  2M13261456-4721229 201.560686 -47.356373 243.00021  
  2M13261459-4724512 201.560821 -47.414242 238.8441   
  2M13261459-4739373 201.560824 -47.660378 237.37193  
  2M13261471-4725224 201.561293 -47.422905 217.44127  
  2M13261475-4721316 201.561469 -47.358788 233.11865  
  2M13261477-4725279 201.561556 -47.424423 219.17264  
  2M13261482-4721148 201.561754 -47.354126 216.65385  
  2M13261483-4735213 201.561815 -47.589272 235.41644  
  2M13261486-4731166 201.561952 -47.521294 225.8616   
  2M13261487-4748276 201.561969 -47.807674 230.91148  
  2M13261490-4729111 201.562111 -47.486443 264.1201   
  2M13261523-4730245 201.563468 -47.506817 236.87297  
  2M13261529-4732557 201.563733 -47.548809 223.00342  
  2M13261531-4725133 201.563792 -47.420372 244.653    
  2M13261541-4733081 201.564212 -47.552258 223.89561  
  2M13261542-4712118 201.564258 -47.203278 219.60004  
  2M13261545-4732040 201.564409 -47.534466 230.33194  
  2M13261552-4714354 201.564681 -47.243187 240.23984  
  2M13261577-4725153 201.565746 -47.420921 231.05037  
  2M13261581-4724563 201.5659   -47.415646 251.24393  
  2M13261585-4731054 201.566051 -47.518188 240.52847  
  2M13261594-4726421 201.566431 -47.445034 212.28769  
  2M13261594-4736517 201.566444 -47.614368 239.10808  
  2M13261596-4723495 201.566527 -47.39711  243.94977  
  2M13261602-4723071 201.566784 -47.385326 228.3981   
  2M13261616-4730560 201.567334 -47.515572 220.20897  
  2M13261622-4742126 201.567618 -47.703526 234.09338  
  2M13261630-4733026 201.567923 -47.550735 216.06714  
  2M13261643-4728305 201.568464 -47.475143 214.55254  
  2M13261648-4732385 201.568685 -47.544048 212.26013  
  2M13261650-4733238 201.568766 -47.556633 250.84119  
  2M13261655-4721554 201.568976 -47.36541  228.56607  
  2M13261658-4720464 201.569114 -47.346241 230.06364  
  2M13261662-4719589 201.569258 -47.333042 222.90997  
  2M13261662-4719589 201.569258 -47.333042 222.96848  
  2M13261665-4726243 201.569415 -47.440086 219.01933  
  2M13261668-4735119 201.569507 -47.586651 223.62105  
  2M13261669-4728319 201.56955  -47.47555  235.70695  
  2M13261678-4728434 201.569949 -47.478748 236.91714  
  2M13261679-4726299 201.569962 -47.441666 211.17365  
  2M13261688-4732165 201.570365 -47.537922 229.10323  
  2M13261688-4726064 201.570369 -47.43512  243.99245  
  2M13261693-4749588 201.570565 -47.833    241.7449   
  2M13261695-4727225 201.570635 -47.456272 239.08879  
  2M13261696-4722578 201.570704 -47.382748 214.41725  
  2M13261716-4733409 201.571535 -47.561367 232.43224  
  2M13261720-4702559 201.5717   -47.048866 232.617    
  2M13261733-4729379 201.572247 -47.493866 216.3153   
  2M13261740-4726306 201.572505 -47.441845 213.86581  
  2M13261749-4729213 201.572878 -47.489269 229.4025   
  2M13261757-4741039 201.573212 -47.684444 236.18993  
  2M13261758-4711310 201.57327  -47.191967 232.18312  
  2M13261758-4737280 201.573278 -47.62447  ""         
  2M13261772-4731016 201.573869 -47.51712  254.63753  
  2M13261774-4738549 201.573924 -47.648594 251.1858   
  2M13261774-4737136 201.573955 -47.620461 231.05966  
  2M13261776-4733145 201.574012 -47.55405  227.8254   
  2M13261778-4716548 201.574103 -47.281895 247.36847  
  2M13261782-4724493 201.574252 -47.413696 228.93642  
  2M13261782-4724561 201.574274 -47.4156   225.02937  
  2M13261797-4729085 201.574906 -47.485714 231.70035  
  2M13261803-4730041 201.575156 -47.501144 232.88869  
  2M13261803-4730041 201.575156 -47.501144 230.26128  
  2M13261808-4729171 201.575347 -47.488102 247.6411   
  2M13261830-4722283 201.576282 -47.374535 240.49133  
  2M13261831-4726469 201.576302 -47.446365 220.99086  
  2M13261833-4726257 201.576376 -47.440483 240.20766  
  2M13261835-4725381 201.57649  -47.427258 212.35876  
  2M13261857-4730313 201.577401 -47.508717 213.89606  
  2M13261862-4725023 201.577616 -47.41732  210.17494  
  2M13261864-4745230 201.577694 -47.756393 37.353153  
  2M13261865-4811055 201.577732 -48.184875 66.55101   
  2M13261865-4733027 201.577743 -47.550774 219.28146  
  2M13261869-4727328 201.5779   -47.459129 222.04753  
  2M13261885-4731075 201.578547 -47.518776 228.79231  
  2M13261887-4745111 201.578654 -47.753101 232.78204  
  2M13261888-4726425 201.578675 -47.445145 225.27522  
  2M13261891-4728502 201.578803 -47.480618 208.82858  
  2M13261891-4728502 201.578803 -47.480618 209.12639  
  2M13261900-4731156 201.57919  -47.521004 231.47142  
  2M13261904-4735019 201.579356 -47.583866 252.80661  
  2M13261915-4725580 201.579795 -47.432781 264.9475   
  2M13261922-4727386 201.580095 -47.460735 224.6243   
  2M13261923-4730017 201.580158 -47.500473 224.983    
  2M13261931-4719570 201.580467 -47.332516 225.55974  
  2M13261942-4723346 201.580919 -47.392963 225.10876  
  2M13261946-4722533 201.581091 -47.381481 230.04677  
  2M13261950-4726563 201.581286 -47.448997 237.51085  
  2M13261954-4716345 201.581453 -47.276257 229.93947  
  2M13261954-4716345 201.581453 -47.276257 230.0865   
  2M13261963-4745337 201.581807 -47.759369 233.32526  
  2M13261963-4745337 201.581807 -47.759369 232.93562  
  2M13261964-4726389 201.581857 -47.444164 231.22958  
  2M13261967-4723223 201.581967 -47.389542 227.10997  
  2M13261970-4729297 201.582092 -47.491604 232.94252  
  2M13261978-4720424 201.582457 -47.345112 231.19084  
  2M13261982-4733255 201.582596 -47.557095 225.65776  
  2M13261984-4733316 201.582671 -47.558792 235.39862  
  2M13261999-4724259 201.583327 -47.407215 238.00867  
  2M13262001-4730371 201.583406 -47.510319 214.12703  
  2M13262006-4733527 201.58359  -47.564648 226.19318  
  2M13262012-4723282 201.583868 -47.391193 262.33832  
  2M13262013-4734173 201.58391  -47.57148  235.03885  
  2M13262014-4735092 201.583928 -47.585907 236.21704  
  2M13262016-4734395 201.584025 -47.577663 217.48695  
  2M13262017-4737424 201.584079 -47.628471 234.27032  
  2M13262028-4749568 201.584534 -47.832451 17.998425  
  2M13262032-4730381 201.584693 -47.510605 236.78395  
  2M13262041-4711471 201.585042 -47.196434 238.19098  
  2M13262042-4749132 201.585094 -47.820358 232.56505  
  2M13262044-4807379 201.585195 -48.12722  6.015808   
  2M13262068-4823349 201.586171 -48.393051 18.39832   
  2M13262072-4725387 201.586373 -47.427433 235.3172   
  2M13262076-4727550 201.586537 -47.465298 212.72487  
  2M13262092-4718160 201.587205 -47.30447  237.57417  
  2M13262094-4728292 201.587281 -47.474804 226.02722  
  2M13262098-4727373 201.587457 -47.460381 229.11018  
  2M13262112-4727535 201.588    -47.464863 224.98425  
  2M13262116-4727102 201.58817  -47.452854 214.05717  
  2M13262120-4734118 201.588366 -47.569954 -21.650272 
  2M13262123-4721173 201.588471 -47.354824 224.48024  
  2M13262123-4721173 201.588471 -47.354824 227.57027  
  2M13262124-4723483 201.588525 -47.396755 230.47084  
  2M13262140-4734406 201.589176 -47.577972 232.82605  
  2M13262143-4731289 201.589333 -47.524696 228.05956  
  2M13262149-4723371 201.589544 -47.393646 214.22089  
  2M13262150-4723161 201.589584 -47.387817 217.66855  
  2M13262160-4725233 201.590036 -47.423161 240.0131   
  2M13262164-4730202 201.590207 -47.50563  225.50858  
  2M13262170-4741030 201.590442 -47.684181 234.87038  
  2M13262174-4726159 201.590604 -47.437759 224.98454  
  2M13262176-4731222 201.590668 -47.522858 238.58345  
  2M13262185-4725476 201.59106  -47.429913 239.01566  
  2M13262202-4735554 201.591774 -47.598743 248.44972  
  2M13262204-4728282 201.591867 -47.47451  226.89757  
  2M13262208-4721346 201.592035 -47.359615 231.39384  
  2M13262215-4735248 201.592301 -47.590248 240.2973   
  2M13262218-4721435 201.592419 -47.362106 227.42578  
  2M13262238-4723261 201.593283 -47.390598 230.69623  
  2M13262241-4734248 201.593392 -47.573574 251.74847  
  2M13262243-4720261 201.59348  -47.340607 262.666    
  2M13262245-4723549 201.59358  -47.39859  230.6081   
  2M13262250-4724378 201.593767 -47.410503 219.9378   
  2M13262253-4729315 201.59388  -47.4921   250.47803  
  2M13262260-4744058 201.594186 -47.734955 240.98277  
  2M13262262-4826404 201.594287 -48.444572 3.1880667  
  2M13262268-4821445 201.594522 -48.362377 -44.41756  
  2M13262279-4722439 201.594986 -47.378868 236.0675   
  2M13262299-4740371 201.595831 -47.676983 233.69475  
  2M13262300-4809488 201.595866 -48.163563 29.269985  
  2M13262300-4809488 201.595866 -48.163563 28.6432    
  2M13262313-4727558 201.596407 -47.4655   221.46587  
  2M13262316-4731507 201.596529 -47.530758 225.75542  
  2M13262319-4736334 201.59665  -47.609291 237.84897  
  2M13262320-4732024 201.596693 -47.534027 245.49883  
  2M13262335-4733123 201.597319 -47.553432 236.59245  
  2M13262337-4721481 201.59739  -47.363365 231.26387  
  2M13262352-4725162 201.598019 -47.421173 232.62053  
  2M13262366-4742424 201.598589 -47.7118   236.96365  
  2M13262375-4719132 201.598983 -47.320351 210.51628  
  2M13262377-4737022 201.599048 -47.617287 240.82837  
  2M13262377-4737022 201.599048 -47.617287 240.63358  
  2M13262398-4728096 201.599941 -47.469353 218.73189  
  2M13262402-4726332 201.600091 -47.442562 265.58878  
  2M13262402-4727290 201.6001   -47.458057 211.81058  
  2M13262405-4725383 201.60021  -47.42733  221.32315  
  2M13262411-4746578 201.600469 -47.782745 236.24127  
  2M13262412-4722114 201.600506 -47.36985  214.93716  
  2M13262415-4725026 201.600625 -47.4174   233.43579  
  2M13262415-4723174 201.60065  -47.388172 227.6835   
  2M13262415-4730580 201.600651 -47.516113 232.74722  
  2M13262419-4726515 201.600824 -47.447666 230.97792  
